交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名,起点側／接続区分,起点側／交通調査基本区間番号,起点側／世代管理番号（十の位）,起点側／路線名等,起点側／備考,終点側／接続区分,終点側／交通調査基本区間番号,終点側／世代管理番号（十の位）,終点側／路線名等,終点側／備考,現道旧道区分,管理区分,市区町村コード,自動車専用道路の別,区間種別,分離区間／分離区分,分離区間／交通調査基本区間番号,区間延長（ｋｍ）,高規格道路の別,一般国道指定区間,一方通行フラグ,平成２７年度／交通調査基本区間番号,平成２７年度／世代管理番号（十の位）,平成２７年度／世代管理番号（一の位）,交通量／都道府県指定市コード,交通量／調査単位区間番号,上り／観測地点交通調査基本区間番号,上り／交通量観測地点地名,上り／令和３年度調査交通量観測・非観測の別,上り／個別調査結果活用の別,上り／１２時間・２４時間観測の別,上り／交通量観測年月日,上り／昼間１２時間自動車類交通量／小型車（台）,上り／昼間１２時間自動車類交通量／大型車（台）,上り／昼間１２時間自動車類交通量／合計（台）,上り／２４時間自動車類交通量／小型車（台）,上り／２４時間自動車類交通量／大型車（台）,上り／２４時間自動車類交通量／合計（台）,下り／観測地点交通調査基本区間番号,下り／交通量観測地点地名,下り／令和３年度調査交通量観測・非観測の別,下り／個別調査結果活用の別,下り／１２時間・２４時間観測の別,下り／交通量観測年月日,下り／昼間１２時間自動車類交通量／小型車（台）,下り／昼間１２時間自動車類交通量／大型車（台）,下り／昼間１２時間自動車類交通量／合計（台）,下り／２４時間自動車類交通量／小型車（台）,下り／２４時間自動車類交通量／大型車（台）,下り／２４時間自動車類交通量／合計（台）,昼間１２時間自動車類交通量（上下合計）／小型車（台）,昼間１２時間自動車類交通量（上下合計）／大型車（台）,昼間１２時間自動車類交通量（上下合計）／合計（台）,２４時間自動車類交通量（上下合計）／小型車（台）,２４時間自動車類交通量（上下合計）／大型車（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,昼間１２時間ピーク比率（％）,昼間１２時間大型車混入率（％）,混雑度,平成２７年度／交通量／都道府県指定市コード,平成２７年度／交通量／調査単位区間番号,平成２７年度／昼間１２時間自動車類交通量（台）,平成２７年度／２４時間自動車類交通量（台）,旅行速度／都道府県指定市コード,旅行速度／調査単位区間番号,朝夕（混雑時）／上り／旅行速度計測・非計測の別,朝夕（混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／上り／取得件数／小型車（件）,朝夕（混雑時）／上り／取得件数／大型車（件）,朝夕（混雑時）／上り／取得件数／合計（件）,朝夕（混雑時）／下り／旅行速度計測・非計測の別,朝夕（混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／取得件数／小型車（件）,朝夕（混雑時）／下り／取得件数／大型車（件）,朝夕（混雑時）／下り／取得件数／合計（件）,昼間（非混雑時）／上り／旅行速度計測・非計測の別,昼間（非混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／上り／取得件数／小型車（件）,昼間（非混雑時）／上り／取得件数／大型車（件）,昼間（非混雑時）／上り／取得件数／合計（件）,昼間（非混雑時）／下り／旅行速度計測・非計測の別,昼間（非混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／下り／取得件数／小型車（件）,昼間（非混雑時）／下り／取得件数／大型車（件）,昼間（非混雑時）／下り／取得件数／合計（件）,昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）,昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）,平成２７年度／旅行速度／都道府県指定市コード,平成２７年度／旅行速度／調査単位区間番号,平成２７年度／混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／混雑時／下り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／下り／平均旅行速度（ｋｍ／ｈ）,道路状況／都道府県指定市コード,道路状況／調査単位区間番号,区間延長／改良済み区間率（％）,区間延長／5.5ｍ以上改良済み区間率（％）,幅員構成／道路部幅員（ｍ）,幅員構成／車道部幅員（ｍ）,幅員構成／車道幅員（ｍ）,幅員構成／中央帯幅員（ｍ）,幅員構成／歩道幅員／上り（ｍ）,幅員構成／歩道幅員／下り（ｍ）,幅員構成／自転車道幅員／上り（ｍ）,幅員構成／自転車道幅員／下り（ｍ）,幅員構成／停車帯等幅員／上り（ｍ）,幅員構成／停車帯等幅員／下り（ｍ）,車線数,交通安全施設等／歩道設置率（％）,交通安全施設等／自転車歩行者道設置率（％）,交通安全施設等／自転車道設置率（％）,交通安全施設等／自転車レーン設置率（％）,交通安全施設等／両側歩道設置率（％）,交通安全施設等／両側自転車歩行者道設置率（％）,交通安全施設等／両側自転車道設置率（％）,交通安全施設等／両側自転車レーン設置率（％）,交通安全施設等／歩道代表幅員（ｍ）,交通安全施設等／自転車道代表幅員（ｍ）,バス路線／バス路線延長率（％）,バス路線／バス優先・専用レーンの有無,交差点密度／信号交差点（箇所／ｋｍ）,交差点密度／信号のない交差点（箇所／ｋｍ）,代表信号交差点／青時間比（％）,代表信号交差点／右折専用車線の有無等,鉄道との平面交差箇所の有無,指定最高速度（ｋｍ／ｈ）,付加車線及び登坂車線設置箇所の有無／上り,付加車線及び登坂車線設置箇所の有無／下り,代表沿道状況,中央分離帯／中央分離帯の種類,中央分離帯／中央分離帯の設置状況,軌道の有無,自転車通行可能区分,異常気象時等通行規制区分,リバーシブルレーン運用の有無,アクセスコントロール,平成２７年度／道路状況／都道府県指定市コード,平成２７年度／道路状況／調査単位区間番号,交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名
13604180040,0,0,6,418,北品川四谷線,1,13403120030,0,白金台町等々力線,,1,13200200070,0,高速２号目黒線,,1,2,13103,0,0,0,,0.1,0,0,0,13604180040,0,0,13100,60880,13604180080,品川区上大崎2-2-6,1,0,1,20210916,6231,670,6901,8091,1202,9293,13604180080,品川区上大崎2-2-6,1,0,1,20210916,4304,295,4599,5588,529,6117,10535,965,11500,13679,1731,15410,1.34,9.7,8.4,0.57,13100,60820,15982,21576,13100,62170,1,6,8.6,6.2,18031,1396,19427,1,34.1,33.8,34.1,7475,261,7736,1,7.5,10.2,7.7,50531,11470,62001,1,32.8,27.9,32.3,31707,2898,34605,7.1,32.9,13100,62060,7.4,43.4,8.9,42.8,13100,61560,100,100,37,25,19,5,6.3,3.3,0,0,0,0,6,100,100,0,0,100,100,0,0,3,0,0,3,5,0,23,1,2,50,2,2,2,1,1,4,1,1,2,4,13100,61072,13604180040,0,0,6,418,北品川四谷線
13604180050,0,0,6,418,北品川四谷線,1,13200200070,0,高速２号目黒線,,6,,,港区・品川区境,,1,2,13103,0,0,0,,0.1,0,0,0,13604180050,0,0,13100,60880,13604180080,品川区上大崎2-2-6,1,0,1,20210916,6231,670,6901,8091,1202,9293,13604180080,品川区上大崎2-2-6,1,0,1,20210916,4304,295,4599,5588,529,6117,10535,965,11500,13679,1731,15410,1.34,9.7,8.4,0.57,13100,60820,15982,21576,13100,62180,1,8.2,10.3,8.3,8807,354,9161,1,42.3,40.5,42.3,7701,256,7957,1,10.8,12.4,10.9,24384,2584,26968,1,42.3,34.8,41.7,33214,2847,36061,9.9,41.9,13100,62070,9.8,48.2,12.4,47.4,13100,61560,100,100,37,25,19,5,6.3,3.3,0,0,0,0,6,100,100,0,0,100,100,0,0,3,0,0,3,5,0,23,1,2,50,2,2,2,1,1,4,1,1,2,4,13100,61072,13604180050,0,0,6,418,北品川四谷線
13604180060,0,0,6,418,北品川四谷線,6,,,港区・品川区境,,6,,,品川区・港区境,,1,2,13109,0,0,0,,0.3,0,0,0,13604180060,0,0,13100,60880,13604180080,品川区上大崎2-2-6,1,0,1,20210916,6231,670,6901,8091,1202,9293,13604180080,品川区上大崎2-2-6,1,0,1,20210916,4304,295,4599,5588,529,6117,10535,965,11500,13679,1731,15410,1.34,9.7,8.4,0.6,13100,60820,15982,21576,13100,62190,1,20.6,21.6,20.7,8613,291,8904,1,45.7,44.6,45.7,7601,208,7809,1,30.1,28.9,30,23531,1801,25332,1,45.9,40.3,45.4,32588,2172,34760,26.2,45.5,13100,62080,24.6,56.7,37,56,13100,61570,100,66.7,33,25,15,8.5,1.5,1.5,0,0,0,0,4,66.7,66.7,0,0,66.7,66.7,0,0,1.5,0,0,3,6.7,0,23,1,2,40,2,2,1,1,1,4,1,1,2,1,13100,61080,13604180060,0,0,6,418,北品川四谷線
13604180070,0,0,6,418,北品川四谷線,6,,,品川区・港区境,,6,,,港区・品川区境,,1,2,13103,0,0,0,,0.2,0,0,0,13604180070,0,0,13100,60880,13604180080,品川区上大崎2-2-6,1,0,1,20210916,6231,670,6901,8091,1202,9293,13604180080,品川区上大崎2-2-6,1,0,1,20210916,4304,295,4599,5588,529,6117,10535,965,11500,13679,1731,15410,1.34,9.7,8.4,0.8,13100,60820,15982,21576,13100,62200,1,42.3,36.6,41.9,8678,292,8970,1,43.8,44.3,43.9,7690,216,7906,1,51,48.1,50.7,23707,1808,25515,1,43,38.9,42.7,33140,2168,35308,47.4,43.1,13100,62090,53,61.5,55.9,62.8,13100,61580,100,100,20,18,16,1.2,0,2,0,0,0,0,4,100,100,0,0,0,0,0,0,2,0,0,3,0,0,23,1,2,50,2,2,2,1,1,4,1,1,2,4,13100,61090,13604180070,0,0,6,418,北品川四谷線
13604180080,0,0,6,418,北品川四谷線,6,,,港区・品川区境,,6,,,品川区・港区境,,1,2,13109,0,0,0,,0.3,0,0,0,13604180080,0,0,13100,60880,13604180080,品川区上大崎2-2-6,1,0,1,20210916,6231,670,6901,8091,1202,9293,13604180080,品川区上大崎2-2-6,1,0,1,20210916,4304,295,4599,5588,529,6117,10535,965,11500,13679,1731,15410,1.34,9.7,8.4,0.62,13100,60820,15982,21576,13100,62210,1,44.8,44.3,44.8,8769,303,9072,1,29.7,31.9,29.8,9602,649,10251,1,46.6,49.7,46.9,24034,1965,25999,1,28.8,31.7,29,33358,2269,35627,46.2,29.3,13100,62100,51.4,51.1,53.9,52.2,13100,61590,100,100,26,16,13.5,1.5,2.5,3.5,0,0,0,0,4,100,0,0,0,33.3,0,0,0,2.5,0,0,3,3.3,3.3,40,1,2,50,2,2,2,1,1,4,2,1,2,4,13100,61100,13604180080,0,0,6,418,北品川四谷線
13604180090,0,0,6,418,北品川四谷線,6,,,品川区・港区境,,1,13604180230,0,北品川四谷線,,1,2,13103,0,0,0,,0.2,0,0,0,13604180090,0,0,13100,60880,13604180080,品川区上大崎2-2-6,1,0,1,20210916,6231,670,6901,8091,1202,9293,13604180080,品川区上大崎2-2-6,1,0,1,20210916,4304,295,4599,5588,529,6117,10535,965,11500,13679,1731,15410,1.34,9.7,8.4,0.59,13100,60820,15982,21576,13100,62220,1,35.4,40.5,35.7,9310,408,9718,1,18.3,18.9,18.4,10008,1240,11248,1,36.8,37.3,36.9,25909,3562,29471,1,20.2,19.4,20.1,35718,4180,39898,36.5,19.5,13100,62110,38.6,26.8,38.3,28.9,13100,61600,100,100,36,18,15.5,2.5,2.8,2.5,0,0,2.5,0,4,100,100,0,0,100,100,0,0,2.8,0,0,3,10,5,40,1,2,50,2,2,2,1,1,4,1,1,2,4,13100,61110,13604180090,0,0,6,418,北品川四谷線
13604180100,0,0,6,418,北品川四谷線,1,13604180230,0,北品川四谷線,,1,13403050010,0,芝新宿王子線,,1,2,13103,0,0,0,,0.2,0,0,0,13604180100,0,0,13100,60890,13604180100,港区白金6-23-4,1,0,1,20211130,7989,571,8560,10477,1271,11748,13604180100,港区白金6-23-4,1,0,1,20211130,11020,728,11748,14453,1621,16074,19009,1299,20308,24930,2892,27822,1.37,9.4,6.4,0.89,13100,60830,21031,29443,13100,62230,1,21.3,28,21.4,11324,430,11754,1,17.2,17.1,17.2,10754,1535,12289,1,23.5,24.9,23.6,32598,4599,37197,1,20.1,19.7,20,41346,5184,46530,22.9,19,13100,62120,26.1,18.2,24.5,19.9,13100,61610,100,100,25.5,19.5,16.5,2,3,3,0,0,0,0,4,100,100,0,0,100,100,0,0,3,0,0,3,5,10,40,1,2,50,2,2,2,7,,4,1,1,2,4,13100,61111,13604180100,0,0,6,418,北品川四谷線
13604180110,0,0,6,418,北品川四谷線,1,13403050010,0,芝新宿王子線,,6,,,港区・渋谷区境,,1,2,13103,0,0,0,,0,0,0,0,13604180110,0,0,13100,60890,13604180100,港区白金6-23-4,1,0,1,20211130,7989,571,8560,10477,1271,11748,13604180100,港区白金6-23-4,1,0,1,20211130,11020,728,11748,14453,1621,16074,19009,1299,20308,24930,2892,27822,1.37,9.4,6.4,1.15,13100,60830,21031,29443,13100,62240,1,20,23.7,20.1,11615,445,12060,1,17.5,16.4,17.4,11135,1600,12735,1,22.8,22.3,22.8,33473,4997,38470,1,19.7,18.5,19.6,42723,5607,48330,21.9,18.8,13100,62130,13.7,20.5,15.9,20.6,13100,61620,0,0,25.5,20,18.5,0,2.75,2.75,0,0,0,2,3,0,0,0,0,0,0,0,0,2.75,0,0,3,0,0,40,1,2,50,2,2,2,8,,4,1,1,2,4,13100,61112,13604180110,0,0,6,418,北品川四谷線
13604180120,0,0,6,418,北品川四谷線,6,,,港区・渋谷区境,,1,13604160030,0,古川橋二子玉川線,,1,2,13113,0,0,0,,0.3,0,0,0,13604180120,0,0,13100,60890,13604180100,港区白金6-23-4,1,0,1,20211130,7989,571,8560,10477,1271,11748,13604180100,港区白金6-23-4,1,0,1,20211130,11020,728,11748,14453,1621,16074,19009,1299,20308,24930,2892,27822,1.37,9.4,6.4,0.89,13100,60830,21031,29443,13100,62250,1,17.4,16,17.3,12863,519,13382,1,13.8,13.2,13.8,10348,449,10797,1,19.7,17.5,19.6,36868,5538,42406,1,14.5,13.8,14.4,43319,5925,49244,18.8,14.2,13100,62140,20.7,12.9,20,12.4,13100,61630,100,100,24,20,18.5,0.5,2,2,0,0,2,2,4,100,100,0,0,100,100,0,0,2,0,100,3,5,5,40,1,2,50,2,2,1,6,,4,1,1,2,4,13100,61120,13604180120,0,0,6,418,北品川四谷線
13604180130,0,0,6,418,北品川四谷線,1,13604160030,0,古川橋二子玉川線,,6,,,渋谷区・港区境,,1,2,13113,0,0,0,,0.5,0,0,0,13604180130,0,0,13100,60900,13604180130,渋谷区広尾5-5-2,1,0,1,20210908,9681,692,10373,12886,1594,14480,13604180130,渋谷区広尾5-5-2,1,0,1,20210908,11093,893,11986,14766,2057,16823,20774,1585,22359,27652,3651,31303,1.4,9.2,7.1,1.03,13100,60840,25666,36446,13100,62260,1,10.3,10.3,10.3,12347,555,12902,1,15.5,14.7,15.4,9697,1441,11138,1,13.8,14.7,13.9,39526,5586,45112,1,16.1,15.8,16,37523,5280,42803,12.5,15.8,13100,62150,10.5,20.1,12.4,17.8,13100,61630,100,100,24,20,18.5,0.5,2,2,0,0,2,2,4,100,100,0,0,100,100,0,0,2,0,100,3,5,5,40,1,2,50,2,2,1,6,,4,1,1,2,4,13100,61120,13604180130,0,0,6,418,北品川四谷線
13604180140,0,0,6,418,北品川四谷線,6,,,渋谷区・港区境,,1,13604120100,0,霞ヶ関渋谷線,,1,2,13103,0,0,0,,0.9,0,0,0,13604180140,0,0,13100,60900,13604180130,渋谷区広尾5-5-2,1,0,1,20210908,9681,692,10373,12886,1594,14480,13604180130,渋谷区広尾5-5-2,1,0,1,20210908,11093,893,11986,14766,2057,16823,20774,1585,22359,27652,3651,31303,1.4,9.2,7.1,1.07,13100,60840,25666,36446,13100,62270,1,14.9,15.3,14.9,10192,505,10697,1,15.4,14.8,15.4,10304,342,10646,1,19.8,20.9,19.9,32468,5075,37543,1,18.7,18.6,18.7,38611,4997,43608,18,17.5,13100,62160,15.5,20.8,17.1,19.9,13100,61640,100,100,24,19,17.5,0.5,2.5,2.5,0,0,2,2,4,100,100,0,0,100,100,0,0,2.5,0,100,3,4.4,5.6,38,1,2,50,2,2,1,6,,4,1,1,2,4,13100,61130,13604180140,0,0,6,418,北品川四谷線
13604180150,0,0,6,418,北品川四谷線,1,13604120100,0,霞ヶ関渋谷線,,1,13302460070,0,一般国道２４６号,,1,2,13103,0,0,0,,1.4,0,0,0,13604180150,0,0,13100,60910,,,2,0,0,,8639,770,9409,11415,1443,12858,,,2,0,0,,9200,951,10151,12156,1783,13939,17839,1721,19560,23571,3226,26797,1.37,9.3,8.8,1.04,13100,60850,20257,27550,13100,62280,1,18.9,19,18.9,5980,326,6306,1,16.6,17.4,16.6,7511,274,7785,1,21.2,20.3,21.1,19000,3452,22452,1,16.9,16.7,16.9,24671,3745,28416,20.4,16.8,13100,62170,22.4,15.1,22.9,16,13100,61650,100,100,20,16,13.5,2,1.5,2.5,0,0,0,1.3,4,100,100,0,0,100,100,0,0,2.5,0,100,3,2.9,7.1,38,1,2,50,2,2,2,3,2,4,1,1,2,4,13100,61131,13604180150,0,0,6,418,北品川四谷線
13604180160,0,0,6,418,北品川四谷線,1,13302460070,0,一般国道２４６号,,6,,,港区・渋谷区境,,1,2,13103,0,0,0,,0.2,0,0,0,13604180160,0,0,13100,60920,13604180170,渋谷区神宮前3-1-23,1,0,1,20211007,7146,588,7734,9258,1103,10361,13604180170,渋谷区神宮前3-1-23,1,0,1,20211007,5722,477,6199,7414,895,8309,12868,1065,13933,16672,1998,18670,1.34,9.1,7.6,0.7,13100,60860,15640,21427,13100,62290,1,9.8,9.3,9.8,6116,494,6610,1,12.5,11.9,12.5,8491,451,8942,1,9.7,9.6,9.7,20666,4023,24689,1,11.2,10.3,11.1,28162,4484,32646,9.7,11.5,13100,62180,9,12.3,9.3,12.5,13100,61660,100,100,22,16,13.8,1.2,3,3,0,0,2,2,4,100,100,0,0,100,100,0,0,3,0,100,3,5,15,38,1,2,50,2,2,1,6,,4,1,1,2,4,13100,61132,13604180160,0,0,6,418,北品川四谷線
13604180170,0,0,6,418,北品川四谷線,6,,,港区・渋谷区境,,1,13604140450,0,四谷角筈線,,1,2,13113,0,0,0,,1.1,0,0,0,13604180170,0,0,13100,60920,13604180170,渋谷区神宮前3-1-23,1,0,1,20211007,7146,588,7734,9258,1103,10361,13604180170,渋谷区神宮前3-1-23,1,0,1,20211007,5722,477,6199,7414,895,8309,12868,1065,13933,16672,1998,18670,1.34,9.1,7.6,0.68,13100,60860,15640,21427,13100,62300,1,20.2,18.9,20.2,4662,346,5008,1,18,16.6,17.9,6254,383,6637,1,19.3,16.9,19.1,15275,2737,18012,1,17.9,16.1,17.8,19914,3629,23543,19.4,17.8,13100,62190,19.7,19.4,20,19.9,13100,61670,100,100,22,16,14.5,0.5,2.4,2.4,0,0,2,2,4,100,100,0,0,100,100,0,0,2.4,0,100,3,6.2,6.2,38,1,2,50,2,2,1,5,1,4,1,1,2,4,13100,61140,13604180170,0,0,6,418,北品川四谷線
13604180180,0,0,6,418,北品川四谷線,1,13604140450,0,四谷角筈線,,1,13604140480,0,四谷角筈線,,1,2,13113,0,0,0,,0.1,0,0,0,13604180180,0,0,13100,60920,13604180170,渋谷区神宮前3-1-23,1,0,1,20211007,7146,588,7734,9258,1103,10361,13604180170,渋谷区神宮前3-1-23,1,0,1,20211007,5722,477,6199,7414,895,8309,12868,1065,13933,16672,1998,18670,1.34,9.1,7.6,0.68,13100,60860,15640,21427,13100,62310,1,17,16.8,17,4046,290,4336,1,14.3,12.1,14,2721,735,3456,1,17,17.4,17.1,13394,2651,16045,1,14.6,12.7,14.4,16558,2613,19171,17.1,14.3,13100,62200,18.7,18.1,21.8,19.2,13100,61670,100,100,22,16,14.5,0.5,2.4,2.4,0,0,2,2,4,100,100,0,0,100,100,0,0,2.4,0,100,3,6.2,6.2,38,1,2,50,2,2,1,5,1,4,1,1,2,4,13100,61140,13604180180,0,0,6,418,北品川四谷線
13604180190,0,0,6,418,北品川四谷線,1,13604140480,0,四谷角筈線,,6,,,渋谷区・新宿区境,,1,2,13113,0,0,0,,0.1,0,0,0,13604180190,0,0,13100,60930,13604180190,渋谷区千駄ヶ谷1-32,1,0,1,20211007,3401,190,3591,4350,362,4712,13604180190,渋谷区千駄ヶ谷1-32,1,0,1,20211007,5549,437,5986,7098,832,7930,8950,627,9577,11448,1194,12642,1.32,9.6,6.5,0.54,13100,60870,10872,14568,13100,62320,1,13.9,16,13.9,6978,1090,8068,1,17.7,17,17.7,4065,213,4278,1,14.1,20.2,14.4,25830,9364,35194,1,17.8,14.6,17.5,11720,1942,13662,14.2,17.6,13100,62210,13,18,13.9,19.5,13100,61670,100,100,22,16,14.5,0.5,2.4,2.4,0,0,2,2,4,100,100,0,0,100,100,0,0,2.4,0,100,3,6.2,6.2,38,1,2,50,2,2,1,5,1,4,1,1,2,4,13100,61140,13604180190,0,0,6,418,北品川四谷線
13604180200,0,0,6,418,北品川四谷線,6,,,渋谷区・新宿区境,,1,13300200070,0,一般国道２０号,,1,2,13104,0,0,0,,0.8,0,0,0,13604180200,0,0,13100,60930,13604180190,渋谷区千駄ヶ谷1-32,1,0,1,20211007,3401,190,3591,4350,362,4712,13604180190,渋谷区千駄ヶ谷1-32,1,0,1,20211007,5549,437,5986,7098,832,7930,8950,627,9577,11448,1194,12642,1.32,9.6,6.5,0.68,13100,60870,10872,14568,13100,62330,1,20.2,19.1,20.2,6770,567,7337,1,15.4,15.7,15.4,5815,348,6163,1,19.7,18.6,19.7,24127,5664,29791,1,18.6,17.6,18.5,16667,3141,19808,19.9,17.5,13100,62220,20.7,17.1,20.7,18.4,13100,61680,100,100,23,16,15.5,0.5,3.5,3.5,0,0,1.5,1.5,4,100,100,0,0,100,100,0,0,3.5,0,100,3,5,11.3,26,1,2,50,2,2,1,3,2,4,1,1,2,4,13100,61150,13604180200,0,0,6,418,北品川四谷線
13604180210,0,0,6,418,北品川四谷線,1,13300200070,0,一般国道２０号,,1,13403020020,0,新宿両国線,,1,2,13104,0,0,0,,0.4,0,0,0,13604180210,0,0,13100,60940,,,2,0,0,,8639,770,9409,11415,1443,12858,,,2,0,0,,9200,951,10151,12156,1783,13939,17839,1721,19560,23571,3226,26797,1.37,9.3,8.8,1.21,13100,60880,20257,27550,13100,62340,1,17.6,16.8,17.6,5819,523,6342,1,13.3,13.7,13.4,5698,351,6049,1,17.7,16.7,17.6,21804,5920,27724,1,14.5,14.7,14.5,17339,4203,21542,17.6,14.1,13100,62230,19.4,13.5,18.2,13.8,13100,61690,100,100,29.5,19.5,17.5,1,4,4,0,0,2,2,4,100,100,0,0,100,100,0,0,4,0,0,3,5,10,26,1,2,50,2,2,1,4,2,4,1,1,2,4,13100,61151,13604180210,0,0,6,418,北品川四谷線
13604180230,0,0,6,418,北品川四谷線,1,13403120010,0,白金台町等々力線,,1,13604180090,0,北品川四谷線,,1,2,13103,0,0,0,,0.8,0,0,0,13604180230,0,0,13100,60950,,,2,0,0,,8639,770,9409,11415,1443,12858,,,2,0,0,,9200,951,10151,12156,1783,13939,17839,1721,19560,23571,3226,26797,1.37,9.3,8.8,1.29,13100,60890,20257,27550,13100,62350,1,13.9,13,13.8,2503,58,2561,1,12.6,13.7,12.6,1831,50,1881,1,14.4,13.5,14.4,7968,691,8659,1,13.6,12.7,13.5,6548,594,7142,14.2,13.2,13100,62240,9.7,16.3,15,15.3,13100,61700,100,100,25,19,16.3,1.7,3,3,0,0,2,2,4,100,100,0,0,100,100,0,0,3,0,100,3,5,10,23,1,2,50,2,2,2,5,2,4,1,1,2,4,13100,61160,13604180230,0,0,6,418,北品川四谷線
13604200010,0,0,6,420,鮫洲大山線,1,13300150140,0,一般国道１５号,,1,13303570190,0,一般国道３５７号,,1,2,13109,0,0,0,,0.4,0,0,0,13604200010,0,0,13100,60960,,,2,0,0,,4205,988,5193,5542,1377,6919,,,2,0,0,,5670,879,6549,7472,1226,8698,9875,1867,11742,13014,2603,15617,1.33,10.1,15.9,1.44,13100,60900,12151,16039,13100,62360,1,11.6,10.3,11.3,3429,1652,5081,1,7.9,7.9,7.9,3390,1953,5343,1,10.6,10.1,10.5,10377,4536,14913,1,10.2,9.7,10.1,15655,5944,21599,10.7,9.3,13100,62250,13.9,10.4,14.9,11,13100,61710,100,100,14,9,7.5,0,2.5,2.5,0,0,0,0,2,100,100,0,0,100,100,0,0,2.5,0,100,3,7.5,5,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61170,13604200010,0,0,6,420,鮫洲大山線
13604200020,0,0,6,420,鮫洲大山線,1,13303570190,0,一般国道３５７号,,1,13604210020,0,東品川下丸子線,,1,2,13109,0,0,0,,0.4,0,0,0,13604200020,0,0,13100,60960,,,2,0,0,,4205,988,5193,5542,1377,6919,,,2,0,0,,5670,879,6549,7472,1226,8698,9875,1867,11742,13014,2603,15617,1.33,10.1,15.9,1.44,13100,60900,12151,16039,13100,62370,1,13.4,15.3,13.6,2267,628,2895,1,9.9,10.4,9.9,3078,541,3619,1,13.2,13.8,13.3,9243,3397,12640,1,11.5,11.5,11.5,8011,2334,10345,13.4,11,13100,62260,11.3,12.6,18.4,13.9,13100,61720,100,100,13,9,8,0,2,2,0,0,0,0,2,100,100,0,0,100,100,0,0,2,0,100,3,7.5,15,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61171,13604200020,0,0,6,420,鮫洲大山線
13604200030,0,0,6,420,鮫洲大山線,1,13604210020,0,東品川下丸子線,,7,,,,区道と接続,1,2,13109,0,0,0,,0.8,0,0,0,13604200030,0,0,13100,60970,13604200030,品川区東大井5-13,1,0,1,20211118,3418,665,4083,4447,861,5308,13604200030,品川区東大井5-13,1,0,1,20211118,2881,736,3617,3749,953,4702,6299,1401,7700,8196,1814,10010,1.3,9,18.2,0.78,13100,60910,7583,10010,13100,62380,1,11.7,10.7,11.5,2906,919,3825,1,12.4,11.5,12.3,3488,651,4139,1,11.8,11.5,11.7,9613,2518,12131,1,12.2,12,12.2,9583,2635,12218,11.6,12.2,13100,62270,11.3,8.4,9.5,8.6,13100,61720,100,100,13,9,8,0,2,2,0,0,0,0,2,100,100,0,0,100,100,0,0,2,0,100,3,7.5,15,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61171,13604200030,0,0,6,420,鮫洲大山線
13604200040,0,0,6,420,鮫洲大山線,7,,,,区道と接続,7,,,,区道と接続,1,2,13109,0,0,0,,0.4,0,0,2,13604200040,0,0,13100,60971,,,2,0,0,,3347,612,3959,4335,810,5145,,,2,0,0,,2773,606,3379,3592,802,4394,6120,1218,7338,7927,1612,9539,1.3,9.4,16.6,1.69,13100,60910,7583,10010,13100,62390,1,18.5,13.6,17.9,566,19,585,,,,,,,,1,17,13.8,16.6,2840,482,3322,,,,,,,,17,,13100,62280,16.3,,22.1,,13100,61730,100,0,7.5,4.5,3.5,0,3,0,0,0,0,0,1,50,0,0,0,0,0,0,0,3,0,0,3,2.5,7.5,,,2,30,2,2,2,8,,4,2,1,2,4,13100,61180,13604200040,0,0,6,420,鮫洲大山線
